 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
739072,200705,1801-2400,ZZZ.Airport,US,,,,,,VMC,6,,Night,3000,,Tower ZZZ.Tower,Personal,Cessna 152,,2,Part 91,VFR,Personal,,Descent,,Class E ZZZ.E,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 40; Flight Crew Total 665; Flight Crew Type 35,,,,,739072,,,,,,,,,,,,Aircraft Equipment Problem Critical; Other Engine Failure,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency; General Maintenance Action,Aircraft,Aircraft,C152 EXPERIENCES LOSS OF POWER AND LANDS ON ROAD SHORT OF DESTINATION.
747679,200707,1201-1800,TJIG.Airport,PR,,2,,1100,,VMC,10,,Daylight,2000,,Tower TJIG.Tower,FBO,Cessna 152,,1,Part 91,,Training,,Initial Approach,Other Traffic Pattern,Class D TJIG.D,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 710; Flight Crew Type 55,,,,,747679,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,,General None Reported / Taken,Aircraft; Human Factors,Human Factors,STUDENT AND FLT INSTRUCTOR ABOARD C152 SUFFER ENGINE FAILURE DUE TO FUEL STARVATION.
750519,200708,0601-1200,ZZZ.Airport,US,,,4,,,VMC,10,,Daylight,10000,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,,Training,,Landing,,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 100; Flight Crew Total 7000; Flight Crew Type 500,,,,,750519,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Executed Go Around / Missed Approach,Aircraft,Aircraft,A C150 WAS UNABLE TO RETRACT FLAPS FROM FULL DOWN AFTER A PRACTICE GO AROUND; AND WAS THEREFORE UNABLE TO CLIMB. THE PILOT CHOSE TO LAND ON A GOLF COURSE.
752457,200708,1201-1800,VAY.Airport,NJ,,,,1800,,VMC,5,,Daylight,,,,Personal,Cessna 152,,1,Part 91,,Personal,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Carburetor,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 3.7; Flight Crew Total 1446; Flight Crew Type 856,,,,,752457,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed As Precaution; General Maintenance Action,Aircraft; Human Factors,Aircraft,A C172 DEPARTED WITH FULL WING TANKS BUT DUE TO FUEL STARVATION LOST ENG POWER AFTER 2.0 HRS OF FLT. THE ACFT HAD FLOWN 22.5 HRS SINCE AN ENG/CARB OVERHAUL.
755282,200709,1201-1800,ZZZ.Airport,US,,,300,,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,,Personal,,Takeoff / Launch,,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,,Flight Crew Last 90 Days 20; Flight Crew Total 12000; Flight Crew Type 300,,,,,755282,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed As Precaution; General None Reported / Taken,Aircraft,Aircraft,A C150 EXPERIENCED A ROUGH RUNNING ENGINE SHORTLY AFTER TAKEOFF AND THE PILOT ELECTED TO LAND ON A HIGHWAY.
756105,200709,0601-1200,ZZZ.Airport,US,,9,,3000,,VMC,,,Daylight,,,,FBO,Cessna 150,,1,Part 91,,Training,,Cruise,,Class E ZZZ.E,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 28; Flight Crew Total 529; Flight Crew Type 206,,,,,756105,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Ground Event / Encounter Other / Unknown,,,Automation Aircraft Other Automation; Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken,Human Factors; Company Policy; Aircraft,Human Factors,INSTRUCTOR AND STUDENT PLTS ABOARD C150 PERFORM FORCED LANDING DUE TO FUEL EXHAUSTION.
762393,200711,1201-1800,ZZZ.Airport,US,,,200,,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,,Ferry / Re-Positioning,,Takeoff / Launch; Landing,,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 20; Flight Crew Total 3500; Flight Crew Type 3500,,,,,762393,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Aircraft,C150 LOSES POWER SHORTLY AFTER TKOF. POWER FAILS COMPLETELY WHILE ATTEMPTING TO COMPLETE TRAFFIC PATTERN.
762489,200711,1201-1800,ZZZ.Airport,US,,,400,,,VMC,,,Daylight,,,Tower ZZZ.Tower,FBO,Cessna 152,,1,Part 91,VFR,Training,,Takeoff / Launch,,Class D ZZZ.D,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 310; Flight Crew Total 850; Flight Crew Type 500,,,,,762489,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency,Aircraft; Human Factors,Aircraft,C152 ENG RPM DECREASED AFTER TKOF. WHEN ENG PERFORMANCE DID NOT IMPROVE; PLT DECLARED AN EMER AND CIRCLED FOR AN EMER LNDG.
763643,200712,0601-1200,ZZZ.Airport,US,,10,1100,,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 175; Flight Crew Total 850; Flight Crew Type 115,,,,,763643,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown; Inflight Event / Encounter Other / Unknown,,,Person Flight Crew,,General None Reported / Taken,Aircraft; Environment - Non Weather Related; Human Factors,Environment - Non Weather Related,C150 LANDS OFF ARPT AFTER SUFFERING ENGINE FAILURE. DETERMINES CARBURETOR ICE TO BE THE PROBLEM. DEPARTS LANDING SITE AFTER IT MELTS.
766104,200712,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Personal,Cessna 152,,1,Part 91,,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 50; Flight Crew Total 50; Flight Crew Type 48,,,,,766104,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,,Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken,Aircraft; Human Factors,Ambiguous,A C152 PILOT RAN OFF THE TAXIWAY WHEN THE LEFT BRAKE FAILED; DAMAGING A RUNWAY LIGHT AND THE PROPELLER.
767029,200712,1801-2400,ZZZ.Airport,US,,,,1200,,VMC,,,Night,,,TRACON ZZZ.TRACON,FBO,Cessna 152,,1,Part 91,VFR,Training,,Initial Approach,,Class B ZZZ.B,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Single Pilot; Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 58; Flight Crew Total 58,,,,,767029,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition,Environment - Non Weather Related; Human Factors; Aircraft,Ambiguous,NON-CITIZEN STUDENT PLT IS LOST ON SOLO CROSS COUNTRY. EQUIPMENT FAILURES PROMPT EMERGENCY DECLARATION AND LANDING AT MAJOR ARPT.
781584,200804,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,CTAF zzz,FBO,Cessna 150,,1,Part 91,VFR,Training,,Initial Approach,Other Traffic Pattern,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 31.9; Flight Crew Total 31.9; Flight Crew Type 31.9,,,,,781584,,,,,,,,,,,,Aircraft Equipment Problem Critical; Other Off Arpt Landing,,,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Ambiguous,C150 STUDENT PILOT MAKES EMERGENCY LANDING ON INTERSTATE AFTER ENGINE QUITS IN TRAFFIC PATTERN.
783934,200804,1201-1800,ZZZ.Airport,US,,,500,,,VMC,10,,Daylight,10000,,,Personal,Cessna 140,,1,Part 91,,Personal,,Takeoff / Launch,,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,Fuel Quantity-Pressure Indication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 25; Flight Crew Total 1100; Flight Crew Type 25,,,,,783934,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Ambiguous,C140 PILOT EXPERIENCES ENGINE FAILURE ON DEPARTURE AND MANAGES TO LAND ON THE GRASS NEXT TO THE DEPARTURE RWY.
784198,200804,,ZZZ.MILFAC,US,,,,3300,,VMC,,,Night,,,Military Facility ZZZ.MILFAC,Personal,Cessna 152,,,Part 91,,Training,,Initial Approach,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 72; Flight Crew Total 260; Flight Crew Type 240,,,,,784198,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency; General None Reported / Taken,Aircraft; Human Factors,Human Factors,FOLLOWING A LONG DAY OF CROSS COUNTRY FLYING; PLT OF C152 FORGETS TO REFUEL PRIOR TO ANOTHER LEG. DEADSTICK LNDG TO A NEARBY MILITARY ARPT ENSUES.
784639,200805,1201-1800,ZZZ.Airport,US,,,,6500,,VMC,6,,Daylight,12000,,TRACON ZZZ.TRACON,Personal,Cessna 152,,1,Part 91,VFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,Cruise,,Class E ZZZ.E,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 46; Flight Crew Total 152; Flight Crew Type 149,,,,,784639,Aircraft X,,,Passenger,Flight Crew Private,Flight Crew Last 90 Days 31; Flight Crew Total 187; Flight Crew Type 187,,,,,784635,Aircraft Equipment Problem Critical; Ground Event / Encounter Other / Unknown; Other Fuel Exhaustion,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency,Human Factors; Chart Or Publication; Aircraft; Weather,Ambiguous,A C152 LOSES POWER DUE TO FUEL STARVATION TWELVE MILES FROM THEIR INTENDED REFUELING ARPT. LAND SAFELY IN FIELD.
787776,200805,0601-1200,ZZZ.Airport,US,,5,,3700,,VMC,10,,Daylight,12000,,,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Initial Climb,,Class D ZZZ.D,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 10; Flight Crew Total 500; Flight Crew Type 500,,,,,787776,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency,Aircraft,Aircraft,A C150 PILOT EXPERIENCED AN ENGINE FAILURE SHORTLY AFTER TAKEOFF AND LANDED ON A HIGHWAY.
791789,200806,0601-1200,ZZZ.Airport,US,,0.5,,1000,,VMC,10,,Daylight,,,Tower ZZZ.Tower,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Initial Approach,Other Traffic Pattern,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,Fuel Tank Cap,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 25; Flight Crew Total 3300; Flight Crew Type 775,,,,,791789,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,,Aircraft; Human Factors,Human Factors,A C150 PILOT LANDED SHORT OF THE AIRPORT WHEN HE LOST POWER ON APCH BECAUSE OF LOW FUEL STATE.
797427,200807,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,UNICOM zzz,FBO,Cessna 152,,1,Part 91,,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 150; Flight Crew Total 660; Flight Crew Type 280,,,,,797427,,,FBO,Pilot Flying; Trainee,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,,General Maintenance Action; General None Reported / Taken,Human Factors; Aircraft,Aircraft,STUDENT AND INSTRUCTOR ABOARD C152 ARE UNABLE TO KEEP THE ACFT ON THE RWY WHEN THE LEFT BRAKE FAILS TO RESPOND.
807366,200810,1201-1800,ZZZ.Airport,US,,,,1200,,VMC,,,Daylight,,,Tower ZZZ.Tower,Personal,Cessna 120,,1,Part 91,,Personal,,Initial Climb,,Class D ZZZ.D,,,,,,,,,,,,,,,,,,,,,,,,Gear Extend/Retract Mechanism,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 2696; Flight Crew Type 2449,,,,,807366,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,,Flight Crew Landed As Precaution; Flight Crew Overrode Automation; General Maintenance Action,Aircraft,Aircraft,C210 PLT RETURNS FOR MAINT WHEN GEAR RETRACTION CYCLE PRODUCES AN UNUSUAL NOISE.
808765,200810,1201-1800,ZZZ.Airport,US,,,,8500,,VMC,,,Daylight,,,,Personal,Cessna 152,,1,Part 91,VFR,Training,,Cruise,,Class E ZLA.E,,,,,,,,,,,,,,,,,,,,,,,,Spark Plug,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 200; Flight Crew Total 920; Flight Crew Type 900,,,,,808765,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft,Aircraft,A C152 ON A CROSS COUNTRY LOST POWER AT 8500 FT AND WAS ABLE TO LAND AT A NEARBY ARPT.
816260,200812,0601-1200,ZZZ.Airport,US,,,,2000,,VMC,,,Daylight,,,Tower ZZZ.Tower,Personal,Cessna 150,,1,Part 91,,Personal,,Initial Approach,,Class D ZZZ.D,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 113; Flight Crew Total 830; Flight Crew Type 113,,,,,816260,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,A C150 pilot experienced engine failure and executed a forced landing in a field.
824533,200902,1201-1800,ZZZ.Airport,US,,,,2500,,VMC,10,,Daylight,,,,Personal,Cessna 150,,2,Part 91,,Training,,Cruise,,Class E ZZZ.E,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Pilot Flying; Instructor,Flight Crew Flight Engineer; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 184; Flight Crew Total 14808; Flight Crew Type 700,,,,,824533,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,Engine failure forced a C150 pilot to land on a frozen lake. No damage or injuries.
827951,200903,,LFI.Airport,VA,,,0,,,VMC,,,Dawn,,,Tower LFI.Tower,Personal,Cessna 150,,1,Part 91,VFR,Other Repositioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 80; Flight Crew Total 260; Flight Crew Type 60,,,,,827951,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,General None Reported / Taken,Aircraft; Human Factors; Weather,Ambiguous,Instrument rated private pilot feels he may have taken off with carburetor ice.
834443,200905,1801-2400,ZZZ.Airport,US,,7,,1500,,VMC,,,Daylight,,,,FBO,Cessna 150,,1,Part 91,,Training,,Climb,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Crankcase,Lycoming,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Trainee,Flight Crew Student,Flight Crew Last 90 Days 3; Flight Crew Total 80,,,,,834443,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance,,N,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft; Human Factors,Human Factors,A Student Pilot reported hearing a loud bang during climb followed by the Cessna 150 airframe shaking violently; the engine coughed but kept running. Student and Flight Instructor returned to field where subsequent removal of the cowling revealed a massive crack in the crankcase.
847082,200908,1801-2400,ZZZ.Airport,US,,,,4500,,VMC,,,Daylight,,,Center ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Training,,Cruise,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Quantity-Pressure Indication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 15; Flight Crew Total 283.8; Flight Crew Type 27,,Distraction; Human-Machine Interface; Situational Awareness; Training / Qualification; Troubleshooting; Workload,,,847082,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Diverted,Human Factors; Aircraft,Aircraft,Both fuel gauges of a C152 were inaccurate. The pilot relied on the gauges to determine departure fuel and with low fuel quantity the aircraft's engine lost power; forcing a divert where a safe landing was finally made.
848851,200908,1201-1800,ZZZ.Airport,US,,0,0,,,VMC,10,,Daylight,,,,FBO,Cessna 150,,1,Part 91,,Personal,,Parked,,,N,N,,N,Unscheduled Maintenance,Repair,,,,,,,,,,,,,,,,,,Flap Control (Trailing & Leading Edge),Cessna 150,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 19; Flight Crew Total 120; Flight Crew Type 78,,Training / Qualification,,,848851,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,Taxi,Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft; Human Factors,Human Factors,Upon landing; a single Pilot of a Cessna 150 realized the flaps would not retract after selecting the flaps up. With the help of the aircraft owner via phone call; who was an A & P and IA; the pilot swapped flap switch wires; raised flaps; flew back to home airport executing no-flap landings per the Pilot's Operating Handbook (POH).
849161,200908,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,Tower ZZZ,FBO,Cessna 152,,2,Part 91,,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 46; Flight Crew Total 921; Flight Crew Type 670,,,,,849161,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Excursion Taxiway; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,Taxi,General Flight Cancelled / Delayed,Aircraft,Aircraft,C152 instructor reports right brake failure while the student was attempting to taxi the aircraft. Instructor took control; but was unable to stop before going off taxiway.
849755,200908,1201-1800,ZZZ.Airport,US,,,45,,,VMC,Clear; 10,,Daylight,,,,Other Flight School,Cessna 152,,1,Part 91,VFR,Training,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Other Flight School,Instructor,Flight Crew Flight Instructor,Flight Crew Last 90 Days 40; Flight Crew Total 1350; Flight Crew Type 50,,Situational Awareness,,,849755,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,A C152 instructor pilot and student experienced fuel exhaustion and made a forced landing in a field.
857431,200910,,FSM.Airport,AR,,,0,,,VMC,10,,Daylight,6000,,,FBO,Cessna 152,,1,Part 91,,Personal,,Takeoff / Launch; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 4.1; Flight Crew Total 71.2; Flight Crew Type 18.5,,Communication Breakdown,Party1 ATC; Party2 ATC,,857431,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe,,,Person Air Traffic Control,,General None Reported / Taken,Aircraft; Procedure; Human Factors,Human Factors,General aviation aircraft described loss of radio event; both as an arrival and subsequent departure; all allegedly coordinated with ATC as appropriate; ATC's questions regarding the event were like due to failed coordination.
