 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
1365742,201606,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 20; Flight Crew Total 300; Flight Crew Type 170,,Situational Awareness; Training / Qualification,,,1365742,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,,Person Flight Crew,Taxi,Flight Crew Regained Aircraft Control,Human Factors,Human Factors,A flight instructor reported that the student pilot taxied a C172 at an accelerated speed and was unable to stop the aircraft before skidding off the taxiway.
1367732,201606,1201-1800,ZZZ.Airport,US,,4,,2900,,VMC,50,,Daylight,20000,20000,Center ZZZ,Personal,Cessna 150,,,Part 91,,Personal,,Descent,Visual Approach; Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Multiengine; Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 18; Flight Crew Total 994; Flight Crew Type 363,,Situational Awareness,,,1367732,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Became Reoriented,Aircraft; Human Factors; Weather,Human Factors,C150 pilot reported he was able to successfully restart the engine after it quit by applying carburetor heat.
1367742,201606,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,CTAF ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Initial Climb,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Flap Control (Trailing & Leading Edge),,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Not Flying; Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 38; Flight Crew Total 362; Flight Crew Type 28,,Situational Awareness,,,1367742,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Aircraft,C172 instructor pilot reported landing in a field when the aircraft would not climb after the flaps failed to retract following a touch and go.
1367743,201606,1201-1800,ZZZ.Airport,US,,,,1500,,VMC,,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 4; Flight Crew Total 183; Flight Crew Type 183,,Situational Awareness,,,1367743,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification,Human Factors; Aircraft,Aircraft,C172 pilot reported executing an off-field landing after the engine began to sputter and a developing fuel quantity issue.
1368306,201606,1201-1800,ZZZ.Airport,US,,,,3500,,VMC,20,,Daylight,,,Center ZZZ,Personal,Cessna 150,,1,Part 91,,Ferry / Re-Positioning,,Cruise,Vectors,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial,Flight Crew Last 90 Days 15; Flight Crew Total 366; Flight Crew Type 40,,Situational Awareness,,,1368306,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Diverted,Human Factors; Weather,Human Factors,C150 pilot diverted to an alternate when the engine began to run rough due to fuel exhaustion. Engine quit prior to touchdown.
1369097,201606,0601-1200,ZZZ.TRACON,US,,,,6100,,VMC,10,,Daylight,CLR,,TRACON ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,,,Descent,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Contracted Service,Single Pilot; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 214; Flight Crew Total 710; Flight Crew Type 512,,Situational Awareness,,,1369097,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action,Aircraft; Human Factors,Human Factors,C172 pilot reported landing safely after experiencing a power loss associated with fuel exhaustion.
1372592,201607,1201-1800,ZZZ.Airport,US,,3,,5000,,VMC,10,,Daylight,,,TRACON ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,VFR,Personal,,Descent,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 8; Flight Crew Total 4431; Flight Crew Type 62,,Situational Awareness,,,1372592,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Human Factors; Aircraft,Ambiguous,C182 pilot reported landing on a beach when the engine would not develop full power.
1372654,201607,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,VFR,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Not Flying; Instructor,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 85; Flight Crew Total 445; Flight Crew Type 445,,,,,1372654,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,In-flight,General Maintenance Action,Aircraft,Aircraft,C172 instructor pilot reported loss of directional control on landing roll related to brake failure.
1372679,201607,1201-1800,ZZZ.Airport,US,,,,1200,,VMC,10,,Daylight,CLR,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Initial Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 108; Flight Crew Total 20957; Flight Crew Type 300,,Situational Awareness; Workload,,,1372679,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Became Reoriented; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft,Aircraft,C150 pilot climbing through 1;200 feet returned to the departure airport after a partial power failure. The flight was its first following an annual inspection.
1373289,201607,1201-1800,ZZZ.Airport,US,,,800,,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Cessna 140,,2,Part 91,,Training,,Initial Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Vertical Stabilizer/Fin,Cessna,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 110; Flight Crew Total 600; Flight Crew Type 19,,,,,1373289,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action,Aircraft,Aircraft,C140 instructor pilot reported that after encountering control difficulties in flight; postflight inspection revealed the vertical stabilizer mounting attach point had cracked 'clean through' and the stabilizer could be moved 10 to 12 inches at the top of the stabilizer.
1373534,201607,0601-1200,ZZZ.Airport,US,,,,900,,,,,Daylight,,,Tower ZZZ,FBO,Cessna 152,,,Part 91,,Training,,Initial Climb,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 35; Flight Crew Total 430; Flight Crew Type 80,,Situational Awareness,,,1373534,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C152 Instructor reported a loud bang after passing 900 feet during climb; followed by a drop in RPM. The reporter was able to maneuver to land opposite direction on the departure runway.
1374388,201607,1201-1800,ZZZ.Airport,US,,,,,,VMC,10,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Training,,Final Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 20; Flight Crew Total 26; Flight Crew Type 26,,Training / Qualification,,,1374388,Gate / Ramp / Line,,FBO,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 125; Flight Crew Total 535; Flight Crew Type 200,,,,,1374393,Aircraft Equipment Problem Less Severe; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,C172 instructor and his student reported a supervised solo where the engine began to run rough on final. A botched landing resulted in the aircraft making a 180 and landing the opposite direction.
1377299,201608,0601-1200,ZZZ.Airport,US,,,1000,,,VMC,10,,Daylight,10000,2000,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Initial Approach,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Failed,Tower ZZZ,FBO,DA20-C1 Eclipse,,2,Part 91,VFR,Training,,Final Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 8; Flight Crew Total 74; Flight Crew Type 72,,Situational Awareness; Training / Qualification,,,1377299,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Total 600,,,,,1377654,Aircraft Equipment Problem Less Severe; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,Horizontal 500; Vertical 500,,Person Flight Crew,In-flight,Flight Crew Became Reoriented; Flight Crew Landed As Precaution; Flight Crew Took Evasive Action,Aircraft; Human Factors,Human Factors,C172 pilot experienced radio failure attempting to enter Class B airspace and elected to divert to a smaller airport. A pass was made to alert the Tower but opposite to the current traffic flow and evasive action was required. The pattern was rejoined in the proper direction and a safe landing ensued. A report from the instructor in the other aircraft in the pattern is also included.
1378191,201608,1801-2400,ZZZ.Airport,US,,1,,3500,,VMC,10,,,5000,,TRACON ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 90; Flight Crew Total 493; Flight Crew Type 77,,,,,1378191,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed As Precaution; General Maintenance Action,Aircraft,Aircraft,C172 pilot reported a severe vibration from the engine and a loss of power event. A landing was made at a nearby airport.  Maintenance inspection revealed a failed piston and connecting rod on the Number 3 cylinder caused the issue.
1378258,201608,1801-2400,ZZZ.Airport,US,,10,,3500,,VMC,,,,,,,,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Flight Engineer; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 190; Flight Crew Total 16000; Flight Crew Type 2000,,,,,1378258,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,The pilot of a C172 reported an engine malfunction that resulted in an off-field landing.
1379155,201608,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 40; Flight Crew Total 7085; Flight Crew Type 5000,,Situational Awareness; Training / Qualification,,,1379155,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Object; Ground Excursion Runway; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged,Human Factors,Human Factors,C172 instructor pilot reported striking the airport perimeter fence during a late go-around attempt following a long landing.
1379352,201608,0601-1200,ZZZ.Airport,US,,,,1800,,,,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Student,,,,,,1379352,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Inflight Shutdown; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C172 student pilot reported returning to the departure airport after experiencing an engine failure at 2000 ft in the airport area.
1379998,201608,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Taxi,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Not Flying; Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 200; Flight Crew Total 675; Flight Crew Type 350,,Situational Awareness,,,1379998,Aircraft X,Flight Deck,Personal,Pilot Flying; Trainee,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,,,,,,1381879,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Object; Ground Excursion Taxiway; Ground Incursion Runway,,,Person Flight Crew,Taxi,Aircraft Aircraft Damaged; Flight Crew Became Reoriented; General Maintenance Action,Aircraft; Human Factors,Aircraft,C172 flight instructor and certified student reported a left brake failure during taxi which resulted in a runway incursion and taxiway excursion. The propeller struck two taxiway lights.
1380333,201608,0601-1200,ZZZ.Airport,US,,,,2000,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Personal,,Cruise,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air/Ground Communication,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 19; Flight Crew Total 295; Flight Crew Type 3,,,,,1380333,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,C182 pilot reported landing safely after experiencing loss of all avionics.
1380954,201608,1201-1800,ZZZ.TRACON,US,,15,,1500,,VMC,10,,Daylight,12000,,TRACON ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,VFR,Training,,Climb,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Cylinder,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Total 1335,,Situational Awareness; Workload; Distraction,,,1380954,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; Flight Crew FLC complied w / Automation / Advisory; General Maintenance Action,Aircraft,Aircraft,A C172 cylinder cracked while on a training flight at 2;500 feet; so the Instructor assumed the controls and safely diverted to a nearby field.
1382169,201608,0001-0600,ZZZ.Airport,US,,,,3000,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,IFR,,,Descent; Landing; Final Approach,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,,,Communication Breakdown; Workload; Training / Qualification; Situational Awareness; Distraction; Confusion,Party1 Flight Crew; Party2 ATC,,1382169,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control; Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,A C152 pilot reported a throttle malfunction and a radio malfunction while returning to land.
1382173,201608,1201-1800,ZZZ.TRACON,US,,,,4000,,VMC,10,,Daylight,12000,,TRACON ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Climb,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 100; Flight Crew Total 600; Flight Crew Type 150,,Workload; Time Pressure; Situational Awareness; Distraction,,,1382173,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew Inflight Shutdown; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,A C172 instructor reported returning to the departure airport with a student on a training flight after experiencing engine roughness. The instructor shut down the engine after contacting the tower to prevent further engine damage and landed safely.
1387549,201609,1801-2400,ZZZ.Airport,US,,,,5300,,VMC,8,,Night,8500,,Center ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Descent,Visual Approach; Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 19; Flight Crew Total 145; Flight Crew Type 139,,Training / Qualification; Situational Awareness,,,1387549,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Object; Inflight Event / Encounter Fuel Issue; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition,Human Factors; Weather,Human Factors,C172 pilot reported landing on a road after running out of fuel during a weather diversion.
1387558,201609,1801-2400,ZZZ.Airport,US,,,,3500,,VMC,,,Daylight,,,UNICOM ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Ferry / Re-Positioning,,Descent,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 9; Flight Crew Total 297; Flight Crew Type 152,,Situational Awareness; Training / Qualification,,,1387558,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Human Factors,Human Factors,C172 pilot reported landing in a field after running out of fuel.
1387803,201609,1801-2400,ZZZ.Airport,US,,,,4500,,VMC,,,Daylight,8000,,Center ZZZ,FBO,Cessna 152,,1,Part 91,,Personal,,Landing,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 27; Flight Crew Total 125; Flight Crew Type 97,,Time Pressure; Troubleshooting,,,1387803,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural FAR; Ground Incursion Taxiway,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed As Precaution; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,A general aviation pilot reported having an issue with his aircraft's engine; which prompted the pilot to divert to an enroute field. The field was uncontrolled and conflicting traffic existed on the single runway and would not respond to transmissions from the engine issue aircraft. Pilot elected to do an emergency landing on the taxiway.
1389301,201609,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,,Personal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Headset,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 15; Flight Crew Total 180; Flight Crew Type 40,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1389301,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control; Person Flight Crew,Taxi,Air Traffic Control Provided Assistance; Flight Crew Became Reoriented; Flight Crew Overcame Equipment Problem,Aircraft; Human Factors,Human Factors,C152 pilot reported communication problems with the tower while holding for takeoff.
1390145,201609,0601-1200,ZZZ.TRACON,US,,,,6500,,VMC,10,,Daylight,,,TRACON ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Personal,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 75; Flight Crew Total 2100; Flight Crew Type 900,,Troubleshooting,,,1390145,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,C182 pilot reported an engine failure resulting in a glide to a nearby airport and successful landing.
