 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
511270,200104,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,Tower ZZZ.Tower,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,,,VFR,Other Repositioning,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Landing Gear,,X,Failed; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 35; Flight Crew Total 1885; Flight Crew Type 35,,,,,511270,,,,,,,,,,,,Aircraft Equipment Problem Critical; Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Landing Without Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Aircraft; Human Factors,Aircraft,"I FLEW TO ZZZ TO HAVE MECH CHK OUT ELECTRIC FUEL PUMP THAT APPEARED ERRATIC. I CHKED OUT THE FUEL FLOW WITH AND WITHOUT THE ELECTRIC PUMP ON. FLT WAS APPROX 15 MI. DID A STANDARD APCH EXCEPT THAT I NEGLECTED TO READ MY CHKLIST AND FORGOT TO PUT DOWN THE WHEELS AND LANDED WHEELS UP WITH NO INJURIES EXCEPT TO THE SKIN OF THE BELLY AND A BENT PROP TIP. THE WHEELS UP WARNING HORN DID NOT SOUND BECAUSE THE BROKEN WIRE CAUSING THE FUEL PUMP PROB ALSO PREVENTED THE HORN FROM SOUNDING AND WARNING ME. CORRECTIVE ACTION: 1) I PLAN TO TALK TO OTHER PLTS ON HOW TO AVOID DISTRS. 2) I PLAN TO HAVE A LNDG CHKLIST DONE IN A MANDATORY MANNER. 3) I PLAN TO NOT RELY ON MECHANICAL LNDG DEVICES TO WARN ME. 4) I PLAN TO TAKE FORMAL RETRAINING. I AM CURRENT ON INSTS BUT COULD USE SOME RETRAINING WITH AN INSTRUCTOR. 5) MY WIFE (ALSO A PLT) AND I WILL TAKE THE COURSE. 6) TALKED WITH ARPT MGR AND LCL FAA PERSONNEL.",,,,"A SHORT FLT TO A MECH'S LOCATION TO HAVE AN ELECTRIC FUEL PUMP MALFUNCTION LOOKED AT ENDS IN A GEAR UP LNDG WHEN A RELATED WIRING PROB PREVENTS THE GEAR WARNING HORN FROM SOUNDING.",
511630,200105,0601-1200,RDU.Airport,NC,,1.5,,600,,IMC,,,Daylight,,,Tower RDU.Tower,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,,Personal,Localizer/Glideslope/ILS 5r,Initial Approach,Other Instrument Precision,Class C RDU.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility RDU.Tower,,Government,Local,Air Traffic Control Fully Certified,Air Traffic Control Military 2; Air Traffic Control Radar 20,,,,,511630,Aircraft X,,Personal,Single Pilot; Pilot Flying,,,,,,,,Deviation - Altitude Overshoot; Deviation - Altitude Crossing Restriction Not Met; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter CFTT / CFIT,,,Automation Air Traffic Control; Person Air Traffic Control,,Air Traffic Control Issued New Clearance; Air Traffic Control Issued Advisory / Alert; Flight Crew Returned To Clearance; Flight Crew Took Evasive Action; Flight Crew Became Reoriented,Aircraft,Human Factors,"C210 WAS CLRED FOR ILS RWY 5R. ACFT RECEIVED LNDG CLRNC WHILE APPROX 5 NM FROM GREON LOM. TRACON RECEIVED LOW ALT AND NOTIFIED ME AT LCL CTLR POS TO CONFIRM C210 ALT. WHEN GIVEN 'LOW ALT ALERT; CHK YOUR ALT;' ALT INDICATES 600 FT. PLT ACKNOWLEDGED AFFIRMATIVE. PLT WAS INSTRUCTED TO CLB AND MAINTAIN 2000 FT. PLT WAS LATER TOLD TO RPT GS INTERCEPTION AND RECLRED FOR THE APCH.",,,,"RDU APCH CTL COORDINATES THROUGH RDU LCL CTLR TO ISSUE LOW ALT ALERT TO C210 OVERSHOOTING GS PRIOR TO RDU RWY 5R LOM.",
512370,200105,1201-1800,TVC.Airport,MI,,,1000,,,VMC,,,Daylight,,,Center ZMP.ARTCC,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,,,IFR,Personal,,Climb,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 6000; Flight Crew Type 3800,,,,,512370,,,,,,,,,,,,Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR,,,,,Air Traffic Control Issued New Clearance,Human Factors,Human Factors,"I WAS ON AN IFR FLT PLAN FROM TVC TO BIS. THE WX AT TVC WAS VFR (VISIBILITY 10 MI; CEILING 5000 FT). THE TWR GAVE ME MY CLRNC; AND THEN CLRED ME FOR TKOF ON RWY 10; WITH INSTRUCTIONS TO TURN L ON COURSE. MY ENRTE COURSE WAS 290 DEGS. AT ABOUT 500 FT; I BECAME UNSURE WHETHER I HAD BEEN INSTRUCTED TO TURN L ON COURSE; OR TO TURN R ON COURSE. TURNING L ON COURSE WOULD PUT ME DIRECTLY OVER TOWN AND IT SEEMED MORE LIKELY THAT I WOULD HAVE BEEN TOLD TO TURN R. I CALLED TWR AND ASKED 'WAS THAT A R OR L TURN?' I GOT NO ANSWER; AND I STARTED A TURN TO THE R. I DID NOT MAKE A SECOND ATTEMPT TO CONTACT THE TWR. A MIN OR 2 LATER; AFTER I WAS ALREADY IN THE CLBING R TURN; I WAS INSTRUCTED TO CONTACT UPON CONTACTING CTR; THEY NOTED I HAD TURNED R INSTEAD OF L; AND IT TURNED OUT THEY HAD A INBND ACFT (COMING FROM THE WE AND A LNDG ON RWY 10; I BELIEVE). AS FAR AS I KNOW; AT NO POINT WAS THERE A TFC CONFLICT. AT THAT POINT; MY RECOLLECTION OF WHAT WAS SAID IS HAZY. I CONTINUED MY TURN TOWARD THE W; AND A MIN OR SO LATER; CTR THEN ASKED MY HDG -- 'TURNING THROUGH 260 DEGS TO 290DEGS.' APPARENTLY; AFTER THE INITIAL CALL TO CTR; THEY HAD TOLD ME TO TURN TO A HDG OF 120 DEGS; BUT I DO NOT REMEMBER THAT CALL; AND AM FAIRLY SURE I DID NOT ACKNOWLEDGE SUCH INSTRUCTIONS. AT THAT POINT; CTR TOLD ME TO TURN TO 360 DEGS; AND LEVEL OFF AT 2000 FT. THAT PUT ME OVER THE ARPT. SEVERAL MI N OF THE FIELD; I WAS TOLD TO TURN L ON COURSE AND CLB TO MY CRUISING ALT. CTR ALSO MADE CLR THAT THEY WERE UNHAPPY THAT I HAD NOT FOLLOWED INSTRUCTIONS. THEY ASKED IF I HAD RECEIVED TWR'S 'TURN L AFTER TKOF' AND I CONFIRMED THAT I HAD. I MENTIONED MY ABORTED ATTEMPT TO GET CLARIFICATION FROM TWR BUT THEY DISMISSED THAT. IN REVIEWING THIS INCIDENT; IT IS CLR THAT I GOOFED IN NOT TURNING L. I SHOULD HAVE INSISTED ON A RESPONSE FROM TWR WHEN I QUESTIONED THE 'L OR R' INSTRUCTION. ALTERNATIVELY; GETTING ON RESPONSE FROM TWR; I SHOULD HAVE CONTINUED ON A RWY HDG AND ASKED CTR WHAT THEY WANTED M TO DO RATHER THAN MAKING THE ASSUMPTION I DID. FATIGUE PROBABLY PLAYED A PART SINCE I HAD ALREADY FLOWN 3 AND A HALF HRS FROM THE BALTIMORE AREA; IN IFR AND TURBULENT CONDITIONS. ALSO; THEY RELATIVELY GOOD LCL WX (5000 FT OVERCAST AND 10 MIL VISIBILITY); AND APPARENT LACK OF OTHER ACFT; DULLED MY VIGILANCE. WITH RESPECT TO THE INSTRUCTION TO 'TURN TO 120 DEGS;' I REALLY HAVE NO EXPLANATION OTHER THAN MY MIND WAS PROBABLY OCCUPIED WITH THE 'WHY DID YOU TURN R WHEN YOU SHOULD HAVE TURNED L' REBUKE FROM CTR.",,,,"A C-T210 PLT TURNED THE WRONG WAY DURING AN IFR DEP FROM TVC.",
512740,200105,1801-2400,TNV.VORTAC,TX,,,,5000,,VMC,,,Daylight,,,Center ZHU.ARTCC,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,,,IFR,Personal,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 1500; Flight Crew Type 600,,,,,513740,,,,,,,,,,,,Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,,,Air Traffic Control Issued New Clearance,Human Factors,,"AFTER CONTACTING ZHU; REQUESTED AND RECEIVED DIRECT TNV; DIRECT DWH. AT 8 DME FROM TNV VOR; WAS ASKED WHAT CLRNC I WAS ON. THIS WAS 2-3 MINS AFTER GIVEN DIRECT TNV; DIRECT DWH. CTR CALLED AND ADVISED DIRECT DWH. I REPEATED DIRECT DWH AND PROCEEDED DIRECT. WHEN ASKED LATER; WASN'T I CLRED DIRECT TNV DIRECT DWH; I STATED THAT SECOND CLRNC WAS DIRECT DWH. HE REPLIED HE MAY HAVE SAID THAT AND I PROCEEDED DIRECT DWH.",,,,"IT IS UNCLR IF A C210 PLT MISUNDERSTOOD ZHU'S INSTRUCTIONS; OR IF ZHU MISSTATED THEIR DIRECTIONS.",
514092,200106,0601-1200,LSE.VOR,WI,80,5.1,,2900,,IMC,1,,Daylight,200,,Center ZMP.ARTCC,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,IFR,Passenger,Localizer/Glideslope/ILS lse.18; VOR / VORTAC GRB.VORTAC,Initial Approach,Other Instrument Precision,Class D LSE.D,,,,,,,,,,,,,,,,,,,,,,,,Autopilot,Kollsman,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 10; Flight Crew Total 1630; Flight Crew Type 800,,,,,514092,Facility ZMP.ARTCC,,Government,Enroute,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Other Position Dev.930,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Executed Go Around / Missed Approach; Flight Crew Overrode Automation,Human Factors; Aircraft; Airspace Structure,Aircraft,"I WAS PERFORMING THE DME ARC (14 MI ARC) TO THE ILS RWY 18 APCH AT LA CROSSE. AS I APCHED THE LOC; I ACTIVATED THE KFC-200 AUTOPLT AND IT WENT INTO THE ARM MODE. A SHORT TIME LATER (1 MIN MAYBE) THE AUTOPLT WENT INTO THE COUPLED MODE AND PROCEEDED TO INTERCEPT THE LOC. ABOUT 30 SECONDS LATER IT SHOWED ME FLYING THROUGH THE LOC AND THEN THE AUTOPLT CORRECTED AND TOOK ME BACK ON A COURSE OF ABOUT 170 DEGS. AT THIS POINT; THE LOC NEEDLE WAS SHOWING ABOUT 1-1 1/2 DOTS TO THE L OF CTR; AND BASICALLY STAYED THERE OR WOULD OCCASIONALLY MOVE CLOSER TO THE CTR. THE LOC DID FLAG MOMENTARILY ABOUT ONCE EVERY 45-60 SECONDS FOR ABOUT 1/2 SECOND. WHEN I DID NOT INTERCEPT THE OM OR GS; I DECLARED A MISSED APCH. WHEN I TUNED IN THE LCL FIELD VOR FOR THE MISSED APCH; I THEN REALIZED I WAS 5 MI NE OF THE FIELD AND WAS OFF THE LOC COURSE. I WAS NOW VFR AND LANDED WITHOUT INCIDENT. I HAVE SINCE CHKED THE KFC-200 ON OTHER ILS APCHS AND HAVE FOUND NO PROBS. I DO NOT KNOW WHAT CAUSED THE PROB; BUT WILL BE WATCHING THE AUTOPLT VERY VIGILANTLY SINCE THIS INCIDENT AND ALSO SINCE THE UNIT IS 21 YRS OLD. IN THE FUTURE; I WILL NOT ARM THE KFC-200 SYS UNTIL THE LOC STARTS TO CTR; AND WILL BE MORE ALERT FOR ANY TYPE OF NAV FLAGGING; ESPECIALLY A LOC.",,,,"A C210 PLT EXPERIENCES A POS AND TRACK DEV WHEN USING HIS AGED KFC-200 AUTOPLT 5 MI NE OF LSE; WI.",
514796,200106,0601-1200,TPH.Airport,NV,,,,12500,,VMC,,,Daylight,CLR,,Center ZLC.ARTCC; Tower TPH.Tower,Personal,Cessna 195,,1,Part 91,VFR,Passenger,GPS,Cruise,,Class E ZLC.E,,,,,,,,,,,,,,,,,,,,,,,,GPS & Other Satellite Navigation,,X,Malfunctioning,Center ZLC.ARTCC,Military,Military,,1,Part 91,VFR,Other UNK,,Cruise,,Class E ZLC.E,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 8; Flight Crew Total 800; Flight Crew Type 200,,,,,514796,Aircraft X,,Personal,Passenger,,,,,,,,Airspace Violation All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural FAR; Other AIR INTERCEPT,,,Person Flight Crew,,Flight Crew Diverted,Human Factors; Aircraft,Human Factors,"WE WERE FLYING WITH A COUPLED GPS AND A 195 TO ENSURE THAT WE CAME CLOSE BUT DID NOT CROSS THE RESTR BARRIER. HOWEVER; THIS WAS NOT THE CASE AND AT SOME TIME (MY VFR CHK) I NOTICED WE WERE INTO A MIL RESTR AREA. I IMMEDIATELY TOOK ACTION NECESSARY TO GET OUT OF THE RESTR AREA AS QUICKLY AS POSSIBLE. SOME TIME LATER; WE WERE APCHED WITHIN 50 FT BY AN UNIDENTED PLANE AND ASKED TO LAND. WE DID. THIS APCH WAS MADE OUTSIDE OF ANY RESTR AIRSPACE AND CONTACT WAS MADE APPROX 2 MI FROM TONOPAH ARPT.",,,,"A C195 PLT FLIES OFF COURSE DURING GPS NAV AND ENTERS A MIL RESTR AREA. HE IS LATER INTERCEPTED AND ASKED TO LAND; NEAR TPH; NV.",
515222,200106,1201-1800,CPM.Airport,CA,,,500,,,VMC,8,,Daylight,,,CTAF CPM,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Personal,,Takeoff / Launch,Other Circling,Class G CPM.G,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF CPM,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Initial Approach,Visual Approach,Class G CPM.G,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Private,Flight Crew Last 90 Days 0; Flight Crew Total 1200; Flight Crew Type 500,,,,,515222,Aircraft X,,Personal,Passenger,,,,,,,,Aircraft Equipment Problem Critical; Conflict Airborne Conflict; Other FORGOT TO REPLACE OIL CAP,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,"DEPARTING RWY 25L AT CPM; OIL STARTED BLOWING BACK OVER THE COWLING AND ONTO MY WINDSHIELD. I REALIZED THAT I HAD LEFT THE OIL FILLER CAP OFF AFTER ADDING OIL TO THE ENG. I DIDN'T THINK I HAD ENOUGH RWY TO ABORT TKOF; SO I MADE A COORDINATED TEARDROP RETURN TO RWY 7R WHILE ANNOUNCING MY INTENTIONS. HOWEVER; AN ACFT ON FINAL TO RWY 25L HAD NOT REALIZED MY BROADCAST AND DID NOT ABORT HIS LNDG UNTIL HE SAW ME. I DIVERTED TO RWY 7L AND COMPLETED MY LNDG; HOWEVER; WITH LESS RWY. I DON'T KNOW OF ANY VIOLATION IN MY FLYING TECHNIQUE EXCEPT THAT THE AIRPLANE WAS NOT COMPLETELY READY FOR FLT. IT WAS A VERY GOOD LESSON BUT NOT ONE THAT I CARE TO PRACTICE. WHILE ADDING OIL TO THE ENG MY NEW BRIDE WAS DISTRACTING ME WITH MANY QUESTIONS REGARDING THE AIRPLANE. THE OIL FILLER CAP HAS SINCE BEEN ADDED TO MY PREFLT CHKLIST.",,,,"C210 PLT MADE AN EMER RETURN LAND AFTER ENG OIL WAS HITTING THE WINDSHIELD AFTER TKOF. HE HAD TO SIDE STEP TO THE OTHER PARALLEL RWY UPON SEEING ANOTHER ACFT LNDG FROM THE OPPOSITE DIRECTION.",
515257,200106,0601-1200,TRK.Airport,CA,,0,0,,,VMC,20,,Daylight,CLR,,,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Personal,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate,King Air 100 A/B,,2,Part 91,,Passenger,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 4; Flight Crew Total 500; Flight Crew Type 350,,,,,515257,Aircraft Y,,Corporate,Pilot Flying; Captain,,,,,,,,Ground Event / Encounter Gear Up Landing; Other CHECKLIST PROC,,,Person Flight Crew,,General Maintenance Action; General None Reported / Taken,Human Factors,Human Factors,"VFR FLT TO TRUCKEE. DUE TO LCL FIRE FIGHTING HELIS; TEMPORARY TWR (126.4) OPERATING. TWR REQUESTED RPT DOWNWIND RWY 28. HOWEVER; ON RPT THERE WAS NO ANSWER (ELECTRICAL PWR HAD FAILED IN THE TWR). I CONTINUED APCH. KING AIR REQUESTED IMMEDIATE TKOF -- NO ANSWER. HE COORDINATED DIRECTLY WITH ME; ROLLED ONTO RWY 28; BUT DID NOT TAKE OFF. ON TURNING FINAL; HE WAS STILL THERE. I CALLED MY TURN AND CALLED TWR AGAIN -- NO ANSWER. HE BEGAN TO ROLL AND I CONTINUED APCH; BUT FORGOT TO LOWER GEAR. A FULL STALL GEAR-UP LNDG WAS MADE. IN RETROSPECT; BOTH STALL HORN AND GEAR WARNING HORN SOUNDED; BUT THEY WERE SIMILAR. VERY LITTLE DAMAGE HAS OCCURRED. THE PROP AND ENG NEED EXAMINATION BUT THE GEAR STILL WORKS NORMALLY. THE FAILURE OF THE FAA CTL TWR COM; KING AIR ROLLING ONTO THE RWY WHILE I WAS ON FINAL; WERE MAJOR DISTRS TO ME. BUT I SHOULD HAVE LOWERED THE GEAR.",,,,"C210 PLT BECAME DISTR WITH LACK OF TEMPORARY TWR CTLR REPLY AND FORGOT TO PUT THE LNDG GEAR DOWN.",
515919,200106,1801-2400,FNT.Airport,MI,,0,0,,,,,,,,,Tower FNT.Tower,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Personal,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower FNT.Tower,Other UNK,Any Unknown or Unlisted Aircraft Manufacturer,,1,Other UNK,,Other UNK,,Initial Approach,,Class C FNT.C,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 30; Flight Crew Total 4500; Flight Crew Type 500,,,,,515919,Aircraft Y,,Personal,Captain,,,,,,,,Ground Event / Encounter Gear Up Landing; Other PLT DISTRACTED,,,Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken,Human Factors,Human Factors,"WHILE ON THE LNDG APCH TO FNT ARPT; RWY 27; I WAS REQUESTED TO RPT MY INDICATED AIRSPD (100 KIAS). I DID SO; BUT WAS WARY OF THE REASONS FOR THIS; IE; WAS THERE AN AIRPLANE GAINING ON ME OR WAS I GAINING ON ANOTHER ACFT? I INCREASED MY OUTSIDE SCAN BUT COULD SEE NO OTHER ACFT. SHORTLY THEREAFTER; I WAS CLRED TO LAND FOLLOWING ANOTHER ACFT ON SHORT FINAL. I COULD NOT LOCATE THE OTHER AIRPLANE. WHEN I FINALLY DID LOCATE THE OTHER ACFT IT WAS NEARING TOUCHDOWN AND I WAS ON SHORT FINAL. I RPTED THE ACFT IN SIGHT. AT ABOUT THIS TIME THE RADAR ALTIMETER IN MY ACFT WENT OFF (AN INDICATOR LIGHT AND SOUND). I NORMALLY DO NOT USE THIS BUT I DID CHK IT AND TRIED TO TURN IT OFF. AFTER THIS; I WAS APCHING THE RWY THRESHOLD AND DID MY ROUND-OUT AND FLARE WITH EYES FIXED WELL DOWN THE RWY. UNFORTUNATELY; I NEGLECTED TO EXTEND THE LNDG GEAR. I BELIEVE THE CAUSE OF THIS INCIDENT WAS ALLOWING MYSELF TO BE DISTR FROM MY NORMAL ROUTINE. NORMALLY; I DO SEVERAL ROUTINE CHKS ON THE LNDG GEAR. THESE SERIES OF SMALL DISTRS BROKE MY NORMAL ROUTINE LEAVING ME VULNERABLE TO THIS GEAR UP LNDG.",,,,"C210 BECAME DISTR AND FORGOT TO PUT THE LNDG GEAR DOWN.",
516512,200107,1201-1800,CPS.Airport,IL,,0,0,,,VMC,,,Daylight,,,TRACON T75.TRACON; Tower CPS.Tower,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,IFR,Personal,,Landing,Visual Approach,Class D CPS.D,,,,,,,,,,,,,,,,,,,,,,,,Gear Extend/Retract Mechanism,,X,Improperly Operated,TRACON T75.TRACON; Tower CPS.Tower,Corporate,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 91,,,,Initial Approach,,Class D CPS.D,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 90; Flight Crew Total 16800; Flight Crew Type 797,,,,,516512,Aircraft Y,,Corporate,Captain; Pilot Flying,,,,,,,,Ground Event / Encounter Gear Up Landing; Other FORGOT TO LOWER LNDG GEAR,,,Person Air Traffic Control; Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Executed Go Around / Missed Approach; General None Reported / Taken,Human Factors,Human Factors,"I WAS RETURNING FROM A PERSONAL TRIP IN MY CESSNA 210 AND WAS APCHING THE ST LOUIS DOWNTOWN ARPT IN CAHOKIA; IL. THE APCH CTLR ADVISED ME THAT I WAS TO FOLLOW A CPR JET TO RWY 12R. THE REASON FOR MY INTEREST IN THE OTHER ACFT IS THAT IT IS THE ACFT I NORMALLY FLY FOR MY PROFESSION. I WAS LISTENING TO THEIR PROCS AND INSTRUCTION AND OBSERVING THEM WHILE ON APCH. I STARTED TO LOWER THE GEAR ON DOWNWIND AND REALIZED MY AIRSPD WAS A LITTLE EXCESSIVE; SO I DELAYED THE EXTENSION. ON FINAL APCH; FULL FLAPS WERE SELECTED. WHILE FLARING FOR A LNDG; I REALIZED I WAS SINKING TOO FAR. I APPLIED PWR; AND AT THE SAME TIME; THE TWR AT BI STATE ADVISED ME TO GO AROUND. AT THAT INSTANT; THE ACFT CAME INTO CONTACT WITH THE RWY. I HAD SUFFICIENT ROOM TO CLB ENOUGH TO LOWER THE LNDG GEAR AND LAND ON THE REMAINING RWY. I TAXIED SLOWLY TO THE END. THE ACFT HANDLED NORMALLY. DAMAGE WAS MINIMAL TO THE AIRFRAME. THE DME ANTENNA WAS SCRAPED AND THE AFT PORTION OF THE GEAR DOORS WERE SCRATCHED. THE PROP; HOWEVER; DID COME INTO CONTACT WITH THE RWY; REQUIRING FURTHER INSPECTION. PREVENTABLE? YES. PAY CLOSER ATTN TO YOUR OWN DUTIES AND CHK AND RECHK.",,,,"PROFESSIONAL EXECUTIVE PLT IN A C210 FORGOT TO PUT THE GEAR DOWN; DUE TO TFC WATCH DISTR; RESULTING IN RECOGNIZING IT IN TIME TO ADD PWR AND LIFT OFF THE RWY; PUT THE GEAR DOWN AND LAND ON THE REMAINING RWY. THE TWR INSTRUCTED HIM TO GO AROUND JUST AS HE WAS STARTING TO DO SO. THE ACFT RECEIVED DAMAGE TO THE PROP AND MINOR DAMAGE TO THE UNDER SIDE AND ANTENNA.",
518021,200107,1801-2400,OAK.Airport,CA,,0,0,,,VMC,,,Dusk,,,Tower OAK.Tower,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,VFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument,Flight Crew Last 90 Days 25; Flight Crew Total 700; Flight Crew Type 175,,,,,518021,Facility OAK.Tower,,Government,Ground,,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Incursion Runway; Other READBACK; HEARBACK. PLT ASSUMPTIONS,,,Person Flight Crew,,General None Reported / Taken,Human Factors,Human Factors,"RWY INCURSION ON RWY 27R AT OAK. AN INCOMING FLT HEARD CTLR SAY THAT RWY 27R WAS CLOSED. ON TAXI FOR OUTBOUND FLT; I READ BACK 'RWY 27R VIA TXWY E;' EVEN THOUGH CTLR HAD PROBABLY SAID 'RWY 27R AT TXWY E.' HE DIDN'T CORRECT ME. WHEN I ARRIVED AT RWY 27R AT TXWY E; I SAW RED CONES BLOCKING RWY; SO I ASSUMED IT WAS CLOSED AND I WAS TO CROSS VIA TXWY E. RWY 27R ONLY CLOSED FOR ARRS! CLASSIC PROB. I HEARD WHAT I EXPECTED; NOT WHAT CTLR SAID. HE SAID TO GO TO RWY 27R AT TXWY E. NOTE: MAYBE CTLRS SHOULD NOT SAY A RWY IS CLOSED IF IT IS ONLY 1/2 CLOSED.",,,,"C210 PLT HAD RWY INCURSION ON RWY 27R AT OAK.",
